"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 06 12:28:33 UTC 2026","Mon Jul 06 12:28:33 UTC 2026","493","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the alert reports a successful click",""
"passed","Mon Jul 06 12:28:22 UTC 2026","Mon Jul 06 12:28:23 UTC 2026","598","chromium","features/basic-auth.spec.ts","Basic Auth","","","authenticates and renders the protected page with correct credentials",""
"passed","Mon Jul 06 12:28:24 UTC 2026","Mon Jul 06 12:28:25 UTC 2026","541","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 1 updates the selected value",""
"passed","Mon Jul 06 12:28:23 UTC 2026","Mon Jul 06 12:28:23 UTC 2026","309","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Mon Jul 06 12:28:20 UTC 2026","Mon Jul 06 12:28:21 UTC 2026","1049","chromium","features/ab-test.spec.ts","A/B Testing","","","serves one of the two known heading variants",""
"passed","Mon Jul 06 12:28:33 UTC 2026","Mon Jul 06 12:28:34 UTC 2026","476","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","entering text and clicking OK on the prompt echoes the entered text",""
"passed","Mon Jul 06 12:28:35 UTC 2026","Mon Jul 06 12:28:35 UTC 2026","197","chromium","security/headers.security.spec.ts","response security headers (/login)","","","sends clickjacking and MIME-sniffing protections",""
"passed","Mon Jul 06 12:28:33 UTC 2026","Mon Jul 06 12:28:34 UTC 2026","556","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","dismissing the prompt reports a null entry",""
"passed","Mon Jul 06 12:28:35 UTC 2026","Mon Jul 06 12:28:35 UTC 2026","315","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects a wrong password with a generic 401",""
"passed","Mon Jul 06 12:28:22 UTC 2026","Mon Jul 06 12:28:23 UTC 2026","376","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with the wrong password",""
"passed","Mon Jul 06 12:28:32 UTC 2026","Mon Jul 06 12:28:32 UTC 2026","460","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","starts at 0",""
"passed","Mon Jul 06 12:28:36 UTC 2026","Mon Jul 06 12:28:37 UTC 2026","664","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes ""<script>alert(1)</script>"" instead of executing it",""
"passed","Mon Jul 06 12:28:32 UTC 2026","Mon Jul 06 12:28:33 UTC 2026","522","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the right arrow increases the displayed value by one step",""
"passed","Mon Jul 06 12:28:25 UTC 2026","Mon Jul 06 12:28:32 UTC 2026","7290","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Enable button enables the input, Disable disables it again",""
"passed","Mon Jul 06 12:28:23 UTC 2026","Mon Jul 06 12:28:24 UTC 2026","680","chromium","features/broken-images.spec.ts","Broken Images","","","the first two images are broken and the third loads successfully",""
"passed","Mon Jul 06 12:28:20 UTC 2026","Mon Jul 06 12:28:31 UTC 2026","10638","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","login page meets accessibility threshold (Lighthouse)",""
"passed","Mon Jul 06 12:28:36 UTC 2026","Mon Jul 06 12:28:36 UTC 2026","88","chromium","security/transport-and-error-pages.security.spec.ts","transport security","","","plain HTTP is served directly instead of being redirected to HTTPS",""
"passed","Mon Jul 06 12:28:24 UTC 2026","Mon Jul 06 12:28:25 UTC 2026","657","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 2 unchecks it",""
"passed","Mon Jul 06 12:28:33 UTC 2026","Mon Jul 06 12:28:33 UTC 2026","474","chromium","features/inputs.spec.ts","Inputs","","","rejects non-numeric keyboard input natively",""
