"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 22 22:24:00 UTC 2026","Mon Jun 22 22:24:01 UTC 2026","456","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with the wrong password",""
"passed","Mon Jun 22 22:23:58 UTC 2026","Mon Jun 22 22:23:59 UTC 2026","1081","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removing the last Delete button returns to the empty state",""
"passed","Mon Jun 22 22:23:52 UTC 2026","Mon Jun 22 22:23:53 UTC 2026","383","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials land on /login with error flash message",""
"passed","Mon Jun 22 22:24:09 UTC 2026","Mon Jun 22 22:24:10 UTC 2026","1046","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 1 updates the selected value",""
"passed","Mon Jun 22 22:24:19 UTC 2026","Mon Jun 22 22:24:26 UTC 2026","7705","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Enable button enables the input, Disable disables it again",""
"passed","Mon Jun 22 22:24:52 UTC 2026","Mon Jun 22 22:24:53 UTC 2026","990","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/200 returns 200",""
"passed","Mon Jun 22 22:23:49 UTC 2026","Mon Jun 22 22:23:51 UTC 2026","2116","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","secure page has no new accessibility violations (axe-core)",""
"passed","Mon Jun 22 22:25:07 UTC 2026","Mon Jun 22 22:25:08 UTC 2026","1370","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes """"><svg onload=alert(1)>"" instead of executing it",""
"passed","Mon Jun 22 22:24:03 UTC 2026","Mon Jun 22 22:24:05 UTC 2026","1462","chromium","features/broken-images.spec.ts","Broken Images","","","the broken images respond with 404",""
"passed","Mon Jun 22 22:24:39 UTC 2026","Mon Jun 22 22:24:41 UTC 2026","1252","chromium","features/forgot-password.spec.ts","Forgot Password","","","submitting the form currently returns a 500 (known server-side bug)",""
"passed","Mon Jun 22 22:24:49 UTC 2026","Mon Jun 22 22:24:50 UTC 2026","1066","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking Cancel on the confirm reports Cancel",""
"passed","Mon Jun 22 22:25:05 UTC 2026","Mon Jun 22 22:25:05 UTC 2026","87","chromium","security/transport-and-error-pages.security.spec.ts","status/error pages do not leak internals","","","the 500 status page returns a generic body with no stack trace or internal paths",""
"passed","Mon Jun 22 22:24:47 UTC 2026","Mon Jun 22 22:24:48 UTC 2026","1076","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the alert reports a successful click",""
"passed","Mon Jun 22 22:24:54 UTC 2026","Mon Jun 22 22:24:55 UTC 2026","999","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/404 returns 404",""
"passed","Mon Jun 22 22:23:52 UTC 2026","Mon Jun 22 22:23:52 UTC 2026","394","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials land on /secure with success flash message",""
"passed","Mon Jun 22 22:24:06 UTC 2026","Mon Jun 22 22:24:07 UTC 2026","1136","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 1 checks it",""
"passed","Mon Jun 22 22:25:03 UTC 2026","Mon Jun 22 22:25:03 UTC 2026","88","chromium","security/headers.security.spec.ts","response security headers (/login)","","","does not yet send CSP, HSTS, or Referrer-Policy headers",""
"passed","Mon Jun 22 22:25:03 UTC 2026","Mon Jun 22 22:25:04 UTC 2026","1097","chromium","security/redirector.security.spec.ts","Redirect Link (/redirector)","","","redirect link points to a relative, same-origin target",""
"passed","Mon Jun 22 22:24:51 UTC 2026","Mon Jun 22 22:24:52 UTC 2026","1066","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","dismissing the prompt reports a null entry",""
"passed","Mon Jun 22 22:24:50 UTC 2026","Mon Jun 22 22:24:51 UTC 2026","1065","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","entering text and clicking OK on the prompt echoes the entered text",""
"passed","Mon Jun 22 22:24:02 UTC 2026","Mon Jun 22 22:24:03 UTC 2026","1083","chromium","features/broken-images.spec.ts","Broken Images","","","the first two images are broken and the third loads successfully",""
"passed","Mon Jun 22 22:24:42 UTC 2026","Mon Jun 22 22:24:43 UTC 2026","1030","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the right arrow increases the displayed value by one step",""
"passed","Mon Jun 22 22:23:53 UTC 2026","Mon Jun 22 22:23:54 UTC 2026","1027","chromium","features/ab-test.spec.ts","A/B Testing","","","serves one of the two known heading variants",""
"passed","Mon Jun 22 22:25:00 UTC 2026","Mon Jun 22 22:25:00 UTC 2026","411","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects a wrong password with a generic 401",""
"passed","Mon Jun 22 22:23:56 UTC 2026","Mon Jun 22 22:23:57 UTC 2026","1142","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","adds one Delete button per click of Add Element",""
"passed","Mon Jun 22 22:24:01 UTC 2026","Mon Jun 22 22:24:02 UTC 2026","1090","chromium","features/broken-images.spec.ts","Broken Images","","","renders exactly three images in the example section",""
"passed","Mon Jun 22 22:23:52 UTC 2026","Mon Jun 22 22:23:52 UTC 2026","86","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials redirect to /login",""
"passed","Mon Jun 22 22:23:55 UTC 2026","Mon Jun 22 22:23:56 UTC 2026","1030","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","starts with no Delete buttons",""
"passed","Mon Jun 22 22:24:05 UTC 2026","Mon Jun 22 22:24:06 UTC 2026","1096","chromium","features/checkboxes.spec.ts","Checkboxes","","","checkbox 1 starts unchecked and checkbox 2 starts checked",""
"passed","Mon Jun 22 22:24:11 UTC 2026","Mon Jun 22 22:24:19 UTC 2026","7701","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Remove button removes the checkbox, Add brings it back",""
"passed","Mon Jun 22 22:24:41 UTC 2026","Mon Jun 22 22:24:42 UTC 2026","1050","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","starts at 0",""
"passed","Mon Jun 22 22:24:26 UTC 2026","Mon Jun 22 22:24:33 UTC 2026","6370","chromium","features/dynamic-loading.spec.ts","Dynamic Loading","","","Example 1: hidden element is shown after the delay",""
"passed","Mon Jun 22 22:24:10 UTC 2026","Mon Jun 22 22:24:11 UTC 2026","1031","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 2 updates the selected value",""
"passed","Mon Jun 22 22:24:58 UTC 2026","Mon Jun 22 22:24:59 UTC 2026","1342","chromium","login.spec.ts","","","","shows an error with invalid credentials",""
"passed","Mon Jun 22 22:24:46 UTC 2026","Mon Jun 22 22:24:47 UTC 2026","1034","chromium","features/inputs.spec.ts","Inputs","","","rejects non-numeric keyboard input natively",""
"passed","Mon Jun 22 22:24:45 UTC 2026","Mon Jun 22 22:24:46 UTC 2026","1028","chromium","features/inputs.spec.ts","Inputs","","","accepts numeric entry",""
"passed","Mon Jun 22 22:24:44 UTC 2026","Mon Jun 22 22:24:45 UTC 2026","1116","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the left arrow after increasing decreases the value again",""
"passed","Mon Jun 22 22:25:04 UTC 2026","Mon Jun 22 22:25:05 UTC 2026","1293","chromium","security/redirector.security.spec.ts","Redirect Link (/redirector)","","","following the redirect link stays on the same origin",""
"passed","Mon Jun 22 22:24:01 UTC 2026","Mon Jun 22 22:24:01 UTC 2026","342","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Mon Jun 22 22:25:05 UTC 2026","Mon Jun 22 22:25:07 UTC 2026","1341","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes ""<script>alert(1)</script>"" instead of executing it",""
"passed","Mon Jun 22 22:25:00 UTC 2026","Mon Jun 22 22:25:01 UTC 2026","417","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects an unknown username with the same generic 401 (no enumeration)",""
"passed","Mon Jun 22 22:24:08 UTC 2026","Mon Jun 22 22:24:09 UTC 2026","1020","chromium","features/dropdown.spec.ts","Dropdown","","","starts with the disabled placeholder option selected",""
"passed","Mon Jun 22 22:24:59 UTC 2026","Mon Jun 22 22:25:00 UTC 2026","1093","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","grants access with correct credentials",""
"passed","Mon Jun 22 22:24:07 UTC 2026","Mon Jun 22 22:24:08 UTC 2026","1063","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 2 unchecks it",""
