"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jun 21 16:43:45 UTC 2026","Sun Jun 21 16:43:46 UTC 2026","1313","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","login page meets accessibility threshold (Lighthouse)",""
"passed","Sun Jun 21 16:43:56 UTC 2026","Sun Jun 21 16:43:56 UTC 2026","415","chromium","example.spec.ts","","","","has title",""
"failed","Sun Jun 21 16:43:54 UTC 2026","Sun Jun 21 16:43:54 UTC 2026","56","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials redirect to /login",""
"failed","Sun Jun 21 16:43:52 UTC 2026","Sun Jun 21 16:43:52 UTC 2026","57","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials land on /secure with success flash message",""
"failed","Sun Jun 21 16:43:55 UTC 2026","Sun Jun 21 16:43:55 UTC 2026","56","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials land on /login with error flash message",""
"passed","Sun Jun 21 16:44:14 UTC 2026","Sun Jun 21 16:44:15 UTC 2026","565","chromium","example2.spec.ts","","","","get started link",""
"passed","Sun Jun 21 16:43:56 UTC 2026","Sun Jun 21 16:43:57 UTC 2026","474","chromium","example.spec.ts","","","","get started link",""
"failed","Sun Jun 21 16:44:09 UTC 2026","Sun Jun 21 16:44:14 UTC 2026","5400","chromium","example2.spec.ts","","","","has title",""
"failed","Sun Jun 21 16:43:48 UTC 2026","Sun Jun 21 16:43:48 UTC 2026","243","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","secure page has no new accessibility violations (axe-core)",""
"failed","Sun Jun 21 16:44:19 UTC 2026","Sun Jun 21 16:44:19 UTC 2026","231","chromium","login.spec.ts","","","","shows an error with invalid credentials",""
"failed","Sun Jun 21 16:43:50 UTC 2026","Sun Jun 21 16:43:50 UTC 2026","61","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials redirect to /secure",""
"failed","Sun Jun 21 16:44:16 UTC 2026","Sun Jun 21 16:44:17 UTC 2026","228","chromium","login.spec.ts","","","","logs in successfully with valid credentials",""
