"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 13 11:44:38 UTC 2026","Mon Jul 13 11:44:42 UTC 2026","4298","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","secure page has no new accessibility violations (axe-core)",""
"passed","Mon Jul 13 11:44:45 UTC 2026","Mon Jul 13 11:44:46 UTC 2026","1137","chromium","features/checkboxes.spec.ts","Checkboxes","","","checkbox 1 starts unchecked and checkbox 2 starts checked",""
"passed","Mon Jul 13 11:44:46 UTC 2026","Mon Jul 13 11:44:47 UTC 2026","1031","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 1 updates the selected value",""
"passed","Mon Jul 13 11:44:46 UTC 2026","Mon Jul 13 11:44:47 UTC 2026","1074","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 2 updates the selected value",""
"passed","Mon Jul 13 11:44:43 UTC 2026","Mon Jul 13 11:44:44 UTC 2026","391","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Mon Jul 13 11:44:43 UTC 2026","Mon Jul 13 11:44:44 UTC 2026","475","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with the wrong password",""
"passed","Mon Jul 13 11:44:59 UTC 2026","Mon Jul 13 11:45:00 UTC 2026","1040","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/500 returns 500",""
"passed","Mon Jul 13 11:44:46 UTC 2026","Mon Jul 13 11:44:47 UTC 2026","1074","chromium","features/dropdown.spec.ts","Dropdown","","","starts with the disabled placeholder option selected",""
"passed","Mon Jul 13 11:44:42 UTC 2026","Mon Jul 13 11:44:43 UTC 2026","1292","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removing the last Delete button returns to the empty state",""
"passed","Mon Jul 13 11:44:57 UTC 2026","Mon Jul 13 11:44:58 UTC 2026","1179","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","entering text and clicking OK on the prompt echoes the entered text",""
"passed","Mon Jul 13 11:44:44 UTC 2026","Mon Jul 13 11:44:45 UTC 2026","1435","chromium","features/broken-images.spec.ts","Broken Images","","","the broken images respond with 404",""
"passed","Mon Jul 13 11:44:55 UTC 2026","Mon Jul 13 11:44:56 UTC 2026","1049","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","starts at 0",""
"passed","Mon Jul 13 11:44:45 UTC 2026","Mon Jul 13 11:44:46 UTC 2026","1117","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 1 checks it",""
