"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 21 19:29:58 UTC 2026","Sun Jun 21 19:29:58 UTC 2026","85","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials redirect to /login",""
"passed","Sun Jun 21 19:30:04 UTC 2026","Sun Jun 21 19:30:05 UTC 2026","950","chromium","features/basic-auth.spec.ts","Basic Auth","","","authenticates and renders the protected page with correct credentials",""
"passed","Sun Jun 21 19:30:12 UTC 2026","Sun Jun 21 19:30:13 UTC 2026","1102","chromium","security/cookies.security.spec.ts","session cookie flags after login","","","session cookie is HttpOnly and defaults to SameSite=Lax, but missing Secure",""
"passed","Sun Jun 21 19:30:05 UTC 2026","Sun Jun 21 19:30:05 UTC 2026","284","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Sun Jun 21 19:29:58 UTC 2026","Sun Jun 21 19:29:59 UTC 2026","880","chromium","features/ab-test.spec.ts","A/B Testing","","","serves one of the two known heading variants",""
"passed","Sun Jun 21 19:30:12 UTC 2026","Sun Jun 21 19:30:12 UTC 2026","366","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects an unknown username with the same generic 401 (no enumeration)",""
"passed","Sun Jun 21 19:30:02 UTC 2026","Sun Jun 21 19:30:03 UTC 2026","998","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removes one Delete button per click, leaving the rest",""
"passed","Sun Jun 21 19:29:58 UTC 2026","Sun Jun 21 19:29:58 UTC 2026","356","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","invalid credentials land on /login with error flash message",""
"passed","Sun Jun 21 19:30:00 UTC 2026","Sun Jun 21 19:30:01 UTC 2026","858","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","starts with no Delete buttons",""
"passed","Sun Jun 21 19:29:57 UTC 2026","Sun Jun 21 19:29:57 UTC 2026","305","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials redirect to /secure",""
"passed","Sun Jun 21 19:30:03 UTC 2026","Sun Jun 21 19:30:04 UTC 2026","947","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removing the last Delete button returns to the empty state",""
"passed","Sun Jun 21 19:30:01 UTC 2026","Sun Jun 21 19:30:02 UTC 2026","980","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","adds one Delete button per click of Add Element",""
"passed","Sun Jun 21 19:30:15 UTC 2026","Sun Jun 21 19:30:16 UTC 2026","139","chromium","security/transport-and-error-pages.security.spec.ts","transport security","","","plain HTTP is served directly instead of being redirected to HTTPS",""
"passed","Sun Jun 21 19:30:17 UTC 2026","Sun Jun 21 19:30:18 UTC 2026","1178","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes """"><svg onload=alert(1)>"" instead of executing it",""
"passed","Sun Jun 21 19:30:12 UTC 2026","Sun Jun 21 19:30:12 UTC 2026","358","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects a wrong password with a generic 401",""
