"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 03 12:02:29 UTC 2026","Mon Aug 03 12:02:29 UTC 2026","310","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the right arrow increases the displayed value by one step",""
"passed","Mon Aug 03 12:02:18 UTC 2026","Mon Aug 03 12:02:19 UTC 2026","768","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","adds one Delete button per click of Add Element",""
"passed","Mon Aug 03 12:02:29 UTC 2026","Mon Aug 03 12:02:30 UTC 2026","500","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking Cancel on the confirm reports Cancel",""
"passed","Mon Aug 03 12:02:30 UTC 2026","Mon Aug 03 12:02:30 UTC 2026","259","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/200 returns 200",""
"passed","Mon Aug 03 12:02:30 UTC 2026","Mon Aug 03 12:02:30 UTC 2026","324","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/301 returns 301",""
"passed","Mon Aug 03 12:02:20 UTC 2026","Mon Aug 03 12:02:21 UTC 2026","714","chromium","features/broken-images.spec.ts","Broken Images","","","the broken images respond with 404",""
"passed","Mon Aug 03 12:02:19 UTC 2026","Mon Aug 03 12:02:20 UTC 2026","683","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removing the last Delete button returns to the empty state",""
"passed","Mon Aug 03 12:02:31 UTC 2026","Mon Aug 03 12:02:31 UTC 2026","52","chromium","security/headers.security.spec.ts","response security headers (/login)","","","does not yet send CSP, HSTS, or Referrer-Policy headers",""
"passed","Mon Aug 03 12:02:20 UTC 2026","Mon Aug 03 12:02:20 UTC 2026","229","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with the wrong password",""
"passed","Mon Aug 03 12:02:21 UTC 2026","Mon Aug 03 12:02:21 UTC 2026","536","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 2 unchecks it",""
"passed","Mon Aug 03 12:02:31 UTC 2026","Mon Aug 03 12:02:31 UTC 2026","194","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects an unknown username with the same generic 401 (no enumeration)",""
"passed","Mon Aug 03 12:02:29 UTC 2026","Mon Aug 03 12:02:29 UTC 2026","421","chromium","features/inputs.spec.ts","Inputs","","","accepts numeric entry",""
"passed","Mon Aug 03 12:02:21 UTC 2026","Mon Aug 03 12:02:21 UTC 2026","599","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 1 checks it",""
