"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 23 02:24:37 UTC 2026","Tue Jun 23 02:24:37 UTC 2026","430","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 1 checks it",""
"passed","Tue Jun 23 02:24:36 UTC 2026","Tue Jun 23 02:24:36 UTC 2026","419","chromium","features/basic-auth.spec.ts","Basic Auth","","","authenticates and renders the protected page with correct credentials",""
"passed","Tue Jun 23 02:24:46 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","181","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects a wrong password with a generic 401",""
"passed","Tue Jun 23 02:24:43 UTC 2026","Tue Jun 23 02:24:49 UTC 2026","5765","chromium","features/dynamic-loading.spec.ts","Dynamic Loading","","","Example 2: element is rendered from nothing after the delay",""
"passed","Tue Jun 23 02:24:35 UTC 2026","Tue Jun 23 02:24:36 UTC 2026","552","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removing the last Delete button returns to the empty state",""
"passed","Tue Jun 23 02:24:45 UTC 2026","Tue Jun 23 02:24:45 UTC 2026","337","chromium","features/inputs.spec.ts","Inputs","","","rejects non-numeric keyboard input natively",""
"passed","Tue Jun 23 02:24:32 UTC 2026","Tue Jun 23 02:24:32 UTC 2026","203","chromium","api/login.api.spec.ts","Login API (/authenticate)","","","valid credentials redirect to /secure",""
"passed","Tue Jun 23 02:24:47 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","509","chromium","security/cookies.security.spec.ts","session cookie flags after login","","","session cookie is HttpOnly and defaults to SameSite=Lax, but missing Secure",""
"passed","Tue Jun 23 02:24:47 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","55","chromium","security/transport-and-error-pages.security.spec.ts","status/error pages do not leak internals","","","the 500 status page returns a generic body with no stack trace or internal paths",""
"passed","Tue Jun 23 02:24:35 UTC 2026","Tue Jun 23 02:24:35 UTC 2026","666","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","adds one Delete button per click of Add Element",""
"passed","Tue Jun 23 02:24:47 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","322","chromium","security/redirector.security.spec.ts","Redirect Link (/redirector)","","","redirect link points to a relative, same-origin target",""
"passed","Tue Jun 23 02:24:47 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","56","chromium","security/transport-and-error-pages.security.spec.ts","transport security","","","plain HTTP is served directly instead of being redirected to HTTPS",""
"passed","Tue Jun 23 02:24:46 UTC 2026","Tue Jun 23 02:24:46 UTC 2026","292","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/301 returns 301",""
"passed","Tue Jun 23 02:24:32 UTC 2026","Tue Jun 23 02:24:34 UTC 2026","2025","chromium","features/ab-test.spec.ts","A/B Testing","","","renders the explanatory paragraph regardless of variant",""
"passed","Tue Jun 23 02:24:37 UTC 2026","Tue Jun 23 02:24:37 UTC 2026","462","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 2 unchecks it",""
"passed","Tue Jun 23 02:24:46 UTC 2026","Tue Jun 23 02:24:46 UTC 2026","525","chromium","login.spec.ts","","","","logs in successfully with valid credentials",""
"passed","Tue Jun 23 02:24:36 UTC 2026","Tue Jun 23 02:24:36 UTC 2026","166","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Tue Jun 23 02:24:47 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","32","chromium","security/headers.security.spec.ts","response security headers (/login)","","","sends clickjacking and MIME-sniffing protections",""
"passed","Tue Jun 23 02:24:44 UTC 2026","Tue Jun 23 02:24:44 UTC 2026","220","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","starts at 0",""
"passed","Tue Jun 23 02:24:32 UTC 2026","Tue Jun 23 02:24:36 UTC 2026","3630","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","secure page has no new accessibility violations (axe-core)",""
"passed","Tue Jun 23 02:24:46 UTC 2026","Tue Jun 23 02:24:47 UTC 2026","181","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects an unknown username with the same generic 401 (no enumeration)",""
"passed","Tue Jun 23 02:24:45 UTC 2026","Tue Jun 23 02:24:45 UTC 2026","382","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the alert reports a successful click",""
"passed","Tue Jun 23 02:24:36 UTC 2026","Tue Jun 23 02:24:37 UTC 2026","592","chromium","features/broken-images.spec.ts","Broken Images","","","the broken images respond with 404",""
"passed","Tue Jun 23 02:24:36 UTC 2026","Tue Jun 23 02:24:36 UTC 2026","428","chromium","features/broken-images.spec.ts","Broken Images","","","renders exactly three images in the example section",""
