"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 14 15:16:12 UTC 2026","Mon Sep 14 15:16:12 UTC 2026","138","chromium","security/headers.security.spec.ts","response security headers (/login)","","","sends clickjacking and MIME-sniffing protections",""
"passed","Mon Sep 14 15:16:00 UTC 2026","Mon Sep 14 15:16:01 UTC 2026","609","chromium","features/basic-auth.spec.ts","Basic Auth","","","authenticates and renders the protected page with correct credentials",""
"passed","Mon Sep 14 15:16:01 UTC 2026","Mon Sep 14 15:16:02 UTC 2026","520","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 1 checks it",""
"passed","Mon Sep 14 15:15:56 UTC 2026","Mon Sep 14 15:16:00 UTC 2026","4380","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","secure page has no new accessibility violations (axe-core)",""
"passed","Mon Sep 14 15:16:12 UTC 2026","Mon Sep 14 15:16:12 UTC 2026","192","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects an unknown username with the same generic 401 (no enumeration)",""
"passed","Mon Sep 14 15:16:09 UTC 2026","Mon Sep 14 15:16:10 UTC 2026","481","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the left arrow after increasing decreases the value again",""
"passed","Mon Sep 14 15:15:56 UTC 2026","Mon Sep 14 15:15:59 UTC 2026","3130","chromium","features/ab-test.spec.ts","A/B Testing","","","renders the explanatory paragraph regardless of variant",""
"passed","Mon Sep 14 15:16:01 UTC 2026","Mon Sep 14 15:16:01 UTC 2026","577","chromium","features/broken-images.spec.ts","Broken Images","","","the first two images are broken and the third loads successfully",""
"passed","Mon Sep 14 15:16:09 UTC 2026","Mon Sep 14 15:16:09 UTC 2026","676","chromium","features/forgot-password.spec.ts","Forgot Password","","","submitting the form currently returns a 500 (known server-side bug)",""
"passed","Mon Sep 14 15:16:11 UTC 2026","Mon Sep 14 15:16:11 UTC 2026","357","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/301 returns 301",""
"passed","Mon Sep 14 15:16:02 UTC 2026","Mon Sep 14 15:16:02 UTC 2026","403","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 1 updates the selected value",""
"passed","Mon Sep 14 15:16:02 UTC 2026","Mon Sep 14 15:16:09 UTC 2026","7240","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Enable button enables the input, Disable disables it again",""
"passed","Mon Sep 14 15:16:10 UTC 2026","Mon Sep 14 15:16:11 UTC 2026","413","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","entering text and clicking OK on the prompt echoes the entered text",""
"passed","Mon Sep 14 15:15:59 UTC 2026","Mon Sep 14 15:16:00 UTC 2026","641","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","starts with no Delete buttons",""
"passed","Mon Sep 14 15:16:09 UTC 2026","Mon Sep 14 15:16:10 UTC 2026","424","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the right arrow increases the displayed value by one step",""
"passed","Mon Sep 14 15:16:13 UTC 2026","Mon Sep 14 15:16:13 UTC 2026","63","chromium","security/transport-and-error-pages.security.spec.ts","transport security","","","plain HTTP is served directly instead of being redirected to HTTPS",""
"passed","Mon Sep 14 15:16:02 UTC 2026","Mon Sep 14 15:16:03 UTC 2026","560","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 2 updates the selected value",""
"passed","Mon Sep 14 15:16:00 UTC 2026","Mon Sep 14 15:16:01 UTC 2026","241","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Mon Sep 14 15:16:11 UTC 2026","Mon Sep 14 15:16:12 UTC 2026","582","chromium","login.spec.ts","","","","shows an error with invalid credentials",""
"passed","Mon Sep 14 15:16:10 UTC 2026","Mon Sep 14 15:16:11 UTC 2026","452","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the confirm reports Ok",""
"passed","Mon Sep 14 15:16:13 UTC 2026","Mon Sep 14 15:16:13 UTC 2026","474","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes """"><svg onload=alert(1)>"" instead of executing it",""
"passed","Mon Sep 14 15:16:11 UTC 2026","Mon Sep 14 15:16:12 UTC 2026","349","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/500 returns 500",""
"passed","Mon Sep 14 15:16:01 UTC 2026","Mon Sep 14 15:16:01 UTC 2026","474","chromium","features/broken-images.spec.ts","Broken Images","","","renders exactly three images in the example section",""
"passed","Mon Sep 14 15:15:56 UTC 2026","Mon Sep 14 15:16:09 UTC 2026","12547","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","login page meets accessibility threshold (Lighthouse)",""
"passed","Mon Sep 14 15:16:12 UTC 2026","Mon Sep 14 15:16:13 UTC 2026","606","chromium","security/cookies.security.spec.ts","session cookie flags after login","","","session cookie is HttpOnly and defaults to SameSite=Lax, but missing Secure",""
"passed","Mon Sep 14 15:16:11 UTC 2026","Mon Sep 14 15:16:11 UTC 2026","349","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/404 returns 404",""
"passed","Mon Sep 14 15:16:10 UTC 2026","Mon Sep 14 15:16:11 UTC 2026","444","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking Cancel on the confirm reports Cancel",""
"passed","Mon Sep 14 15:16:02 UTC 2026","Mon Sep 14 15:16:02 UTC 2026","444","chromium","features/dropdown.spec.ts","Dropdown","","","starts with the disabled placeholder option selected",""
"passed","Mon Sep 14 15:16:12 UTC 2026","Mon Sep 14 15:16:12 UTC 2026","144","chromium","security/headers.security.spec.ts","response security headers (/login)","","","does not yet send CSP, HSTS, or Referrer-Policy headers",""
"passed","Mon Sep 14 15:16:10 UTC 2026","Mon Sep 14 15:16:10 UTC 2026","384","chromium","features/inputs.spec.ts","Inputs","","","accepts numeric entry",""
"passed","Mon Sep 14 15:15:56 UTC 2026","Mon Sep 14 15:15:59 UTC 2026","3084","chromium","features/ab-test.spec.ts","A/B Testing","","","serves one of the two known heading variants",""
"passed","Mon Sep 14 15:16:13 UTC 2026","Mon Sep 14 15:16:13 UTC 2026","515","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes ""<script>alert(1)</script>"" instead of executing it",""
"passed","Mon Sep 14 15:16:10 UTC 2026","Mon Sep 14 15:16:10 UTC 2026","409","chromium","features/inputs.spec.ts","Inputs","","","rejects non-numeric keyboard input natively",""
"passed","Mon Sep 14 15:16:02 UTC 2026","Mon Sep 14 15:16:09 UTC 2026","7214","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Remove button removes the checkbox, Add brings it back",""
"passed","Mon Sep 14 15:16:10 UTC 2026","Mon Sep 14 15:16:10 UTC 2026","427","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the alert reports a successful click",""
"passed","Mon Sep 14 15:16:03 UTC 2026","Mon Sep 14 15:16:08 UTC 2026","5726","chromium","features/dynamic-loading.spec.ts","Dynamic Loading","","","Example 1: hidden element is shown after the delay",""
"passed","Mon Sep 14 15:16:01 UTC 2026","Mon Sep 14 15:16:02 UTC 2026","450","chromium","features/checkboxes.spec.ts","Checkboxes","","","checkbox 1 starts unchecked and checkbox 2 starts checked",""
"passed","Mon Sep 14 15:16:09 UTC 2026","Mon Sep 14 15:16:09 UTC 2026","259","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","starts at 0",""
"passed","Mon Sep 14 15:16:00 UTC 2026","Mon Sep 14 15:16:01 UTC 2026","249","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with the wrong password",""
"passed","Mon Sep 14 15:16:11 UTC 2026","Mon Sep 14 15:16:11 UTC 2026","354","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/200 returns 200",""
"passed","Mon Sep 14 15:16:12 UTC 2026","Mon Sep 14 15:16:12 UTC 2026","394","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","grants access with correct credentials",""
