"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 27 11:59:23 UTC 2026","Mon Jul 27 11:59:24 UTC 2026","1136","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","dismissing the prompt reports a null entry",""
"passed","Mon Jul 27 11:59:22 UTC 2026","Mon Jul 27 11:59:23 UTC 2026","1142","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the confirm reports Ok",""
"passed","Mon Jul 27 11:59:23 UTC 2026","Mon Jul 27 11:59:24 UTC 2026","1137","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/301 returns 301",""
"passed","Mon Jul 27 11:59:12 UTC 2026","Mon Jul 27 11:59:13 UTC 2026","1032","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 2 updates the selected value",""
"passed","Mon Jul 27 11:59:07 UTC 2026","Mon Jul 27 11:59:09 UTC 2026","1271","chromium","features/basic-auth.spec.ts","Basic Auth","","","authenticates and renders the protected page with correct credentials",""
"passed","Mon Jul 27 11:59:04 UTC 2026","Mon Jul 27 11:59:07 UTC 2026","2815","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","secure page has no new accessibility violations (axe-core)",""
"passed","Mon Jul 27 11:59:20 UTC 2026","Mon Jul 27 11:59:21 UTC 2026","1136","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","starts at 0",""
"passed","Mon Jul 27 11:59:11 UTC 2026","Mon Jul 27 11:59:12 UTC 2026","1070","chromium","features/dropdown.spec.ts","Dropdown","","","selecting Option 1 updates the selected value",""
"passed","Mon Jul 27 11:59:22 UTC 2026","Mon Jul 27 11:59:23 UTC 2026","1170","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking Cancel on the confirm reports Cancel",""
"passed","Mon Jul 27 11:59:21 UTC 2026","Mon Jul 27 11:59:22 UTC 2026","1213","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the left arrow after increasing decreases the value again",""
"passed","Mon Jul 27 11:59:08 UTC 2026","Mon Jul 27 11:59:09 UTC 2026","471","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with the wrong password",""
"passed","Mon Jul 27 11:59:07 UTC 2026","Mon Jul 27 11:59:08 UTC 2026","1329","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removes one Delete button per click, leaving the rest",""
"passed","Mon Jul 27 11:59:09 UTC 2026","Mon Jul 27 11:59:10 UTC 2026","1478","chromium","features/broken-images.spec.ts","Broken Images","","","the broken images respond with 404",""
"passed","Mon Jul 27 11:59:10 UTC 2026","Mon Jul 27 11:59:11 UTC 2026","1087","chromium","features/checkboxes.spec.ts","Checkboxes","","","checkbox 1 starts unchecked and checkbox 2 starts checked",""
"passed","Mon Jul 27 11:59:23 UTC 2026","Mon Jul 27 11:59:24 UTC 2026","1071","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/404 returns 404",""
"passed","Mon Jul 27 11:59:10 UTC 2026","Mon Jul 27 11:59:12 UTC 2026","1660","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 2 unchecks it",""
"passed","Mon Jul 27 11:59:21 UTC 2026","Mon Jul 27 11:59:22 UTC 2026","1145","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the right arrow repeatedly moves toward the max value",""
"passed","Mon Jul 27 11:59:06 UTC 2026","Mon Jul 27 11:59:07 UTC 2026","1357","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","adds one Delete button per click of Add Element",""
"passed","Mon Jul 27 11:59:09 UTC 2026","Mon Jul 27 11:59:10 UTC 2026","1132","chromium","features/broken-images.spec.ts","Broken Images","","","the first two images are broken and the third loads successfully",""
"passed","Mon Jul 27 11:59:25 UTC 2026","Mon Jul 27 11:59:25 UTC 2026","421","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects a wrong password with a generic 401",""
"passed","Mon Jul 27 11:59:24 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","1429","chromium","login.spec.ts","","","","logs in successfully with valid credentials",""
"passed","Mon Jul 27 11:59:25 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","454","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","rejects an unknown username with the same generic 401 (no enumeration)",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","160","chromium","security/transport-and-error-pages.security.spec.ts","transport security","","","plain HTTP is served directly instead of being redirected to HTTPS",""
"passed","Mon Jul 27 11:59:20 UTC 2026","Mon Jul 27 11:59:21 UTC 2026","1120","chromium","features/horizontal-slider.spec.ts","Horizontal Slider","","","pressing the right arrow increases the displayed value by one step",""
"passed","Mon Jul 27 11:59:04 UTC 2026","Mon Jul 27 11:59:06 UTC 2026","1759","chromium","features/ab-test.spec.ts","A/B Testing","","","serves one of the two known heading variants",""
"passed","Mon Jul 27 11:59:06 UTC 2026","Mon Jul 27 11:59:07 UTC 2026","1250","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","starts with no Delete buttons",""
"passed","Mon Jul 27 11:59:24 UTC 2026","Mon Jul 27 11:59:25 UTC 2026","1030","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/500 returns 500",""
"passed","Mon Jul 27 11:59:15 UTC 2026","Mon Jul 27 11:59:21 UTC 2026","6591","chromium","features/dynamic-loading.spec.ts","Dynamic Loading","","","Example 2: element is rendered from nothing after the delay",""
"passed","Mon Jul 27 11:59:23 UTC 2026","Mon Jul 27 11:59:24 UTC 2026","1163","chromium","features/status-codes.spec.ts","Status Codes","","","/status_codes/200 returns 200",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:27 UTC 2026","1174","chromium","security/redirector.security.spec.ts","Redirect Link (/redirector)","","","redirect link points to a relative, same-origin target",""
"passed","Mon Jul 27 11:59:09 UTC 2026","Mon Jul 27 11:59:10 UTC 2026","1098","chromium","features/broken-images.spec.ts","Broken Images","","","renders exactly three images in the example section",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","384","chromium","security/headers.security.spec.ts","response security headers (/login)","","","does not yet send CSP, HSTS, or Referrer-Policy headers",""
"passed","Mon Jul 27 11:59:27 UTC 2026","Mon Jul 27 11:59:28 UTC 2026","1395","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes ""<script>alert(1)</script>"" instead of executing it",""
"passed","Mon Jul 27 11:59:21 UTC 2026","Mon Jul 27 11:59:22 UTC 2026","1073","chromium","features/inputs.spec.ts","Inputs","","","rejects non-numeric keyboard input natively",""
"passed","Mon Jul 27 11:59:08 UTC 2026","Mon Jul 27 11:59:09 UTC 2026","442","chromium","features/basic-auth.spec.ts","Basic Auth","","","is rejected with no credentials",""
"passed","Mon Jul 27 11:59:13 UTC 2026","Mon Jul 27 11:59:19 UTC 2026","6411","chromium","features/dynamic-loading.spec.ts","Dynamic Loading","","","Example 1: hidden element is shown after the delay",""
"passed","Mon Jul 27 11:59:12 UTC 2026","Mon Jul 27 11:59:20 UTC 2026","7751","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Enable button enables the input, Disable disables it again",""
"passed","Mon Jul 27 11:59:19 UTC 2026","Mon Jul 27 11:59:21 UTC 2026","1350","chromium","features/forgot-password.spec.ts","Forgot Password","","","submitting the form currently returns a 500 (known server-side bug)",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","375","chromium","security/headers.security.spec.ts","response security headers (/login)","","","sends clickjacking and MIME-sniffing protections",""
"passed","Mon Jul 27 11:59:24 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","1148","chromium","security/basic-auth.security.spec.ts","Basic Auth (/basic_auth)","","","grants access with correct credentials",""
"passed","Mon Jul 27 11:59:07 UTC 2026","Mon Jul 27 11:59:08 UTC 2026","1303","chromium","features/add-remove-elements.spec.ts","Add/Remove Elements","","","removing the last Delete button returns to the empty state",""
"passed","Mon Jul 27 11:59:24 UTC 2026","Mon Jul 27 11:59:26 UTC 2026","1463","chromium","login.spec.ts","","","","shows an error with invalid credentials",""
"passed","Mon Jul 27 11:59:12 UTC 2026","Mon Jul 27 11:59:20 UTC 2026","7775","chromium","features/dynamic-controls.spec.ts","Dynamic Controls","","","Remove button removes the checkbox, Add brings it back",""
"passed","Mon Jul 27 11:59:22 UTC 2026","Mon Jul 27 11:59:23 UTC 2026","1131","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","entering text and clicking OK on the prompt echoes the entered text",""
"passed","Mon Jul 27 11:59:21 UTC 2026","Mon Jul 27 11:59:22 UTC 2026","1076","chromium","features/inputs.spec.ts","Inputs","","","accepts numeric entry",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:28 UTC 2026","1352","chromium","security/redirector.security.spec.ts","Redirect Link (/redirector)","","","following the redirect link stays on the same origin",""
"passed","Mon Jul 27 11:59:27 UTC 2026","Mon Jul 27 11:59:28 UTC 2026","1429","chromium","security/xss-reflection.security.spec.ts","reflected XSS probe on login form","","","encodes """"><svg onload=alert(1)>"" instead of executing it",""
"passed","Mon Jul 27 11:59:10 UTC 2026","Mon Jul 27 11:59:11 UTC 2026","1097","chromium","features/checkboxes.spec.ts","Checkboxes","","","toggling checkbox 1 checks it",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:27 UTC 2026","91","chromium","security/transport-and-error-pages.security.spec.ts","status/error pages do not leak internals","","","the 500 status page returns a generic body with no stack trace or internal paths",""
"passed","Mon Jul 27 11:59:26 UTC 2026","Mon Jul 27 11:59:27 UTC 2026","1387","chromium","security/cookies.security.spec.ts","session cookie flags after login","","","session cookie is HttpOnly and defaults to SameSite=Lax, but missing Secure",""
"passed","Mon Jul 27 11:59:11 UTC 2026","Mon Jul 27 11:59:12 UTC 2026","1035","chromium","features/dropdown.spec.ts","Dropdown","","","starts with the disabled placeholder option selected",""
"passed","Mon Jul 27 11:59:04 UTC 2026","Mon Jul 27 11:59:15 UTC 2026","10303","chromium","accessibility/login.a11y.spec.ts","login flow accessibility","","","login page meets accessibility threshold (Lighthouse)",""
"passed","Mon Jul 27 11:59:04 UTC 2026","Mon Jul 27 11:59:06 UTC 2026","1753","chromium","features/ab-test.spec.ts","A/B Testing","","","renders the explanatory paragraph regardless of variant",""
"passed","Mon Jul 27 11:59:22 UTC 2026","Mon Jul 27 11:59:23 UTC 2026","1105","chromium","features/javascript-alerts.spec.ts","JavaScript Alerts","","","clicking OK on the alert reports a successful click",""
